"id","name","age","rating","value","wage","nationality","photo"
213095,"L. Cavallini",25,74,7e+06,9000,"Canada","https://cdn.sofifa.org/players/4/19/213095.png"
148839,"P. Verhaegh",34,74,1600000,32000,"Netherlands","https://cdn.sofifa.org/players/4/19/148839.png"
230503,"Jadson Vidigal",26,74,6e+06,27000,"Brazil","https://cdn.sofifa.org/players/4/19/230503.png"
235623,"?lvaro Jim?nez",23,74,8e+06,17000,"Spain","https://cdn.sofifa.org/players/4/19/235623.png"
203624,"O. Vranje?",28,74,5e+06,17000,"Bosnia Herzegovina","https://cdn.sofifa.org/players/4/19/203624.png"
204904,"M. Bauer",26,74,5500000,34000,"Austria","https://cdn.sofifa.org/players/4/19/204904.png"
211048,"O. Kayode",25,74,7500000,1000,"Nigeria","https://cdn.sofifa.org/players/4/19/211048.png"
199274,"I. Nestorovski",28,74,6e+06,5000,"FYR Macedonia","https://cdn.sofifa.org/players/4/19/199274.png"
202858,"F. Castillo",26,74,6500000,19000,"Colombia","https://cdn.sofifa.org/players/4/19/202858.png"
219754,"Bruno Varela",23,74,5500000,7000,"Portugal","https://cdn.sofifa.org/players/4/19/219754.png"
192362,"L. Narsingh",27,74,6e+06,28000,"Netherlands","https://cdn.sofifa.org/players/4/19/192362.png"
203884,"K. Djidji",25,74,5500000,19000,"Ivory Coast","https://cdn.sofifa.org/players/4/19/203884.png"
179820,"L. Robles",34,74,2300000,6000,"United States","https://cdn.sofifa.org/players/4/19/179820.png"
203629,"A. Erokhin",28,74,0,0,"Russia","https://cdn.sofifa.org/players/4/19/203629.png"
200302,"G. Shinnie",26,74,5500000,8000,"Scotland","https://cdn.sofifa.org/players/4/19/200302.png"
219758,"L. Rizzo",26,74,6500000,27000,"Italy","https://cdn.sofifa.org/players/4/19/219758.png"
237678,"I. Konat?",19,74,7500000,15000,"France","https://cdn.sofifa.org/players/4/19/237678.png"
188270,"B. Ecu?l? Manga",29,74,4400000,37000,"Gabon","https://cdn.sofifa.org/players/4/19/188270.png"
210287,"J. C?rdoba",25,74,7500000,20000,"Colombia","https://cdn.sofifa.org/players/4/19/210287.png"
230255,"Edvaldisco",26,74,4900000,18000,"Brazil","https://cdn.sofifa.org/players/4/19/230255.png"
207472,"G. Sakai",27,74,4600000,12000,"Japan","https://cdn.sofifa.org/players/4/19/207472.png"
207984,"A. Gonz?lez",23,74,7500000,32000,"Mexico","https://cdn.sofifa.org/players/4/19/207984.png"
182896,"R. Rosales",29,74,4300000,10000,"Venezuela","https://cdn.sofifa.org/players/4/19/182896.png"
186992,"J. Due?as",29,74,5500000,44000,"Mexico","https://cdn.sofifa.org/players/4/19/186992.png"
201073,"N. De Pr?ville",27,74,6e+06,36000,"France","https://cdn.sofifa.org/players/4/19/201073.png"
204401,"Diogo Figueiras",27,74,5e+06,12000,"Portugal","https://cdn.sofifa.org/players/4/19/204401.png"
216433,"A. El Ghazi",23,74,7500000,23000,"Netherlands","https://cdn.sofifa.org/players/4/19/216433.png"
171378,"P. Aguilar",32,74,3100000,44000,"Mexico","https://cdn.sofifa.org/players/4/19/171378.png"
225139,"K. Dolly",25,74,7e+06,21000,"South Africa","https://cdn.sofifa.org/players/4/19/225139.png"
213620,"F. Mora",24,74,7500000,18000,"Chile","https://cdn.sofifa.org/players/4/19/213620.png"
162932,"P. Barrientos",33,74,3400000,21000,"Argentina","https://cdn.sofifa.org/players/4/19/162932.png"
168565,"H. Rodallega",32,74,4500000,28000,"Colombia","https://cdn.sofifa.org/players/4/19/168565.png"
182133,"A. Epureanu",31,74,3800000,20000,"Moldova","https://cdn.sofifa.org/players/4/19/182133.png"
192373,"M. Caraglio",29,74,5500000,25000,"Argentina","https://cdn.sofifa.org/players/4/19/192373.png"
205942,"S. Lung",29,74,4600000,11000,"Romania","https://cdn.sofifa.org/players/4/19/205942.png"
232310,"Maur?cio",26,74,5500000,11000,"Brazil","https://cdn.sofifa.org/players/4/19/232310.png"
105846,"A. Boruc",38,74,375000,24000,"Poland","https://cdn.sofifa.org/players/4/19/105846.png"
53110,"C. Gordon",35,74,1300000,20000,"Scotland","https://cdn.sofifa.org/players/4/19/53110.png"
201335,"F. Santander",27,74,6500000,29000,"Paraguay","https://cdn.sofifa.org/players/4/19/201335.png"
168567,"A. Ram?rez",37,74,1800000,4000,"Colombia","https://cdn.sofifa.org/players/4/19/168567.png"
213113,"M. Cabrera",32,74,4400000,3000,"Uruguay","https://cdn.sofifa.org/players/4/19/213113.png"
228729,"B. Valdez",25,74,6e+06,42000,"Paraguay","https://cdn.sofifa.org/players/4/19/228729.png"
218746,"Pozo",22,74,8e+06,15000,"Spain","https://cdn.sofifa.org/players/4/19/218746.png"
225402,"Bruno Gaspar",25,74,6e+06,10000,"Portugal","https://cdn.sofifa.org/players/4/19/225402.png"
190330,"N. Rigoni",27,74,6e+06,15000,"Italy","https://cdn.sofifa.org/players/4/19/190330.png"
225403,"I. Kahveci",22,74,7500000,19000,"Turkey","https://cdn.sofifa.org/players/4/19/225403.png"
230267,"Sebas Couteira",30,74,5500000,14000,"Brazil","https://cdn.sofifa.org/players/4/19/230267.png"
222844,"Walace",23,74,6500000,22000,"Brazil","https://cdn.sofifa.org/players/4/19/222844.png"
169596,"R. Shawcross",30,74,4200000,34000,"England","https://cdn.sofifa.org/players/4/19/169596.png"
192636,"David Sim?o",28,74,5500000,9000,"Portugal","https://cdn.sofifa.org/players/4/19/192636.png"
215165,"C. Rius",29,74,5500000,13000,"Argentina","https://cdn.sofifa.org/players/4/19/215165.png"
199550,"B. Martins Indi",26,74,6e+06,34000,"Netherlands","https://cdn.sofifa.org/players/4/19/199550.png"
235134,"P. Rosario",21,74,7e+06,9000,"Netherlands","https://cdn.sofifa.org/players/4/19/235134.png"
216447,"?lvaro Garc?a",25,74,6500000,17000,"Spain","https://cdn.sofifa.org/players/4/19/216447.png"
230272,"Kau? Abranches",34,74,2800000,19000,"Brazil","https://cdn.sofifa.org/players/4/19/230272.png"
168320,"A. Gyan",32,74,4500000,15000,"Ghana","https://cdn.sofifa.org/players/4/19/168320.png"
169600,"D. Simpson",31,74,3700000,46000,"England","https://cdn.sofifa.org/players/4/19/169600.png"
193408,"H. Seferovi?",26,74,7e+06,12000,"Switzerland","https://cdn.sofifa.org/players/4/19/193408.png"
233601,"R. Sobhi",21,74,7500000,29000,"Egypt","https://cdn.sofifa.org/players/4/19/233601.png"
205186,"P. Gazzaniga",26,74,5e+06,46000,"Argentina","https://cdn.sofifa.org/players/4/19/205186.png"
216706,"F. Mussis",26,74,5500000,17000,"Argentina","https://cdn.sofifa.org/players/4/19/216706.png"
225410,"A. Masina",24,74,6500000,33000,"Italy","https://cdn.sofifa.org/players/4/19/225410.png"
164994,"J. B?aszczykowski",32,74,4400000,35000,"Poland","https://cdn.sofifa.org/players/4/19/164994.png"
158851,"J. Beausejour",34,74,1600000,11000,"Chile","https://cdn.sofifa.org/players/4/19/158851.png"
189059,"J. Livermore",28,74,5500000,31000,"England","https://cdn.sofifa.org/players/4/19/189059.png"
208260,"D. Kourmpelis",24,74,6500000,1000,"Greece","https://cdn.sofifa.org/players/4/19/208260.png"
230276,"Nicol?s Formido",30,74,5500000,23000,"Brazil","https://cdn.sofifa.org/players/4/19/230276.png"
230021,"J. Aidoo",22,74,7e+06,12000,"Ghana","https://cdn.sofifa.org/players/4/19/230021.png"
236679,"Melendo",20,74,8500000,17000,"Spain","https://cdn.sofifa.org/players/4/19/236679.png"
178567,"E. Pieters",29,74,4300000,35000,"Netherlands","https://cdn.sofifa.org/players/4/19/178567.png"
180359,"Luisinho",33,74,2200000,19000,"Portugal","https://cdn.sofifa.org/players/4/19/180359.png"
211592,"A. Semenov",29,74,0,0,"Russia","https://cdn.sofifa.org/players/4/19/211592.png"
189576,"Ramalho",25,74,6e+06,22000,"Spain","https://cdn.sofifa.org/players/4/19/189576.png"
209289,"K?vin Rodrigues",24,74,6500000,18000,"Portugal","https://cdn.sofifa.org/players/4/19/209289.png"
223113,"K. Pi?tek",23,74,8e+06,15000,"Poland","https://cdn.sofifa.org/players/4/19/223113.png"
168585,"R. Vlaar",33,74,2300000,13000,"Netherlands","https://cdn.sofifa.org/players/4/19/168585.png"
184457,"R. van Wolfswinkel",29,74,5500000,26000,"Netherlands","https://cdn.sofifa.org/players/4/19/184457.png"
199562,"Ilie S?nchez",27,74,5500000,7000,"Spain","https://cdn.sofifa.org/players/4/19/199562.png"
205194,"Ewerton",29,74,4400000,20000,"Brazil","https://cdn.sofifa.org/players/4/19/205194.png"
211338,"A. Chumacero",27,74,6500000,9000,"Bolivia","https://cdn.sofifa.org/players/4/19/211338.png"
188554,"Dani Pacheco",27,74,6e+06,10000,"Spain","https://cdn.sofifa.org/players/4/19/188554.png"
192906,"L. Rodr?guez",33,74,3500000,13000,"Argentina","https://cdn.sofifa.org/players/4/19/192906.png"
212107,"A. Jahovi?",31,74,5e+06,18000,"FYR Macedonia","https://cdn.sofifa.org/players/4/19/212107.png"
189067,"M. Britos",32,74,3200000,39000,"Uruguay","https://cdn.sofifa.org/players/4/19/189067.png"
191627,"M. Rits",24,74,7e+06,17000,"Belgium","https://cdn.sofifa.org/players/4/19/191627.png"
228236,"S. Deli",26,74,5500000,1000,"Ivory Coast","https://cdn.sofifa.org/players/4/19/228236.png"
219789,"H. Traor?",26,74,5500000,24000,"Mali","https://cdn.sofifa.org/players/4/19/219789.png"
224909,"P. Aguedar",30,74,0,0,"Paraguay","https://cdn.sofifa.org/players/4/19/224909.png"
172685,"Crespo",31,74,3800000,1000,"Spain","https://cdn.sofifa.org/players/4/19/172685.png"
192397,"Rafael",28,74,4900000,23000,"Brazil","https://cdn.sofifa.org/players/4/19/192397.png"
206222,"Bigas",27,74,5500000,10000,"Spain","https://cdn.sofifa.org/players/4/19/206222.png"
213134,"L. ?ztunal?",22,74,7500000,20000,"Germany","https://cdn.sofifa.org/players/4/19/213134.png"
221838,"M. Joji?",26,74,6500000,22000,"Serbia","https://cdn.sofifa.org/players/4/19/221838.png"
234126,"Vitor Bueno",23,74,8e+06,1000,"Brazil","https://cdn.sofifa.org/players/4/19/234126.png"
235663,"G. Til",20,74,8e+06,10000,"Netherlands","https://cdn.sofifa.org/players/4/19/235663.png"
219536,"I. Pussetto",22,74,8500000,22000,"Argentina","https://cdn.sofifa.org/players/4/19/219536.png"
222352,"A. Ajeti",21,74,8e+06,19000,"Switzerland","https://cdn.sofifa.org/players/4/19/222352.png"
234128,"Luiz Ara?jo",22,74,8500000,23000,"Brazil","https://cdn.sofifa.org/players/4/19/234128.png"
244368,"A. Besedin",22,74,8e+06,1000,"Ukraine","https://cdn.sofifa.org/players/4/19/244368.png"
219793,"T. Didillon",22,74,6e+06,11000,"France","https://cdn.sofifa.org/players/4/19/219793.png"
225426,"Arana",21,74,7e+06,10000,"Brazil","https://cdn.sofifa.org/players/4/19/225426.png"
217235,"Zainadine",30,74,4200000,9000,"Mozambique","https://cdn.sofifa.org/players/4/19/217235.png"
190868,"K. Th?ophile-Catherine",28,74,5e+06,1000,"France","https://cdn.sofifa.org/players/4/19/190868.png"
210327,"A. Gianniotis",25,74,5e+06,1000,"Greece","https://cdn.sofifa.org/players/4/19/210327.png"
145047,"Bruno Saltor",37,74,650000,25000,"Spain","https://cdn.sofifa.org/players/4/19/145047.png"
210583,"M. Stendera",22,74,7500000,24000,"Germany","https://cdn.sofifa.org/players/4/19/210583.png"
237207,"S. Kalu",20,74,9500000,25000,"Nigeria","https://cdn.sofifa.org/players/4/19/237207.png"
186519,"Juan Cala",28,74,4600000,10000,"Spain","https://cdn.sofifa.org/players/4/19/186519.png"
195479,"J. Tavernier",26,74,5500000,39000,"England","https://cdn.sofifa.org/players/4/19/195479.png"
238744,"W. McKennie",19,74,9500000,12000,"United States","https://cdn.sofifa.org/players/4/19/238744.png"
214169,"W. Tesillo",28,74,4600000,24000,"Colombia","https://cdn.sofifa.org/players/4/19/214169.png"
172953,"A. Mariappa",31,74,3800000,39000,"Jamaica","https://cdn.sofifa.org/players/4/19/172953.png"
187033,"S. Morrison",27,74,5500000,35000,"England","https://cdn.sofifa.org/players/4/19/187033.png"
209818,"J. Brenet",24,74,6e+06,22000,"Netherlands","https://cdn.sofifa.org/players/4/19/209818.png"
211098,"B. Dack",24,74,7500000,32000,"England","https://cdn.sofifa.org/players/4/19/211098.png"
217242,"Y. Kubo",24,74,7500000,16000,"Japan","https://cdn.sofifa.org/players/4/19/217242.png"
190362,"T. Pukki",28,74,6e+06,29000,"Finland","https://cdn.sofifa.org/players/4/19/190362.png"
202395,"William",26,74,6500000,11000,"Brazil","https://cdn.sofifa.org/players/4/19/202395.png"
204699,"L. Melgarejo",27,74,6e+06,1000,"Paraguay","https://cdn.sofifa.org/players/4/19/204699.png"
226203,"J. Jones",26,74,6e+06,18000,"Trinidad & Tobago","https://cdn.sofifa.org/players/4/19/226203.png"
165531,"I. Sosa",31,74,4900000,43000,"Argentina","https://cdn.sofifa.org/players/4/19/165531.png"
189595,"M. Ekici",28,74,5500000,51000,"Turkey","https://cdn.sofifa.org/players/4/19/189595.png"
192667,"A. Nyom",30,74,4100000,27000,"Cameroon","https://cdn.sofifa.org/players/4/19/192667.png"
245660,"K. Konat?",26,74,0,0,"Ivory Coast","https://cdn.sofifa.org/players/4/19/245660.png"
186524,"F. ?or?evi?",30,74,5500000,17000,"Serbia","https://cdn.sofifa.org/players/4/19/186524.png"
189084,"E. Room",29,74,4400000,11000,"Curacao","https://cdn.sofifa.org/players/4/19/189084.png"
191388,"T. Usami",26,74,6500000,21000,"Japan","https://cdn.sofifa.org/players/4/19/191388.png"
192156,"Ruben Lima",28,74,4400000,6000,"Portugal","https://cdn.sofifa.org/players/4/19/192156.png"
193692,"F?bio Espinho",32,74,4400000,8000,"Portugal","https://cdn.sofifa.org/players/4/19/193692.png"
212125,"L. Markovi?",24,74,7e+06,62000,"Serbia","https://cdn.sofifa.org/players/4/19/212125.png"
225182,"J. Barrera",22,74,8500000,4000,"Colombia","https://cdn.sofifa.org/players/4/19/225182.png"
202911,"R. Mora",30,74,5500000,22000,"Uruguay","https://cdn.sofifa.org/players/4/19/202911.png"
212127,"D. Lazovi?",27,74,6e+06,15000,"Serbia","https://cdn.sofifa.org/players/4/19/212127.png"
244383,"M. Burda",23,74,7e+06,1000,"Ukraine","https://cdn.sofifa.org/players/4/19/244383.png"
219808,"Tana",27,74,6e+06,11000,"Spain","https://cdn.sofifa.org/players/4/19/219808.png"
222368,"A. Miranchuk",22,74,8e+06,1000,"Russia","https://cdn.sofifa.org/players/4/19/222368.png"
172960,"L. Grabban",30,74,5500000,45000,"England","https://cdn.sofifa.org/players/4/19/172960.png"
245664,"I. Kon?",30,74,0,0,"Ivory Coast","https://cdn.sofifa.org/players/4/19/245664.png"
189600,"J. Hu?bauer",28,74,5500000,1000,"Czech Republic","https://cdn.sofifa.org/players/4/19/189600.png"
200353,"A. Soumaoro",26,74,6e+06,24000,"France","https://cdn.sofifa.org/players/4/19/200353.png"
202401,"Patric",30,74,5500000,13000,"Brazil","https://cdn.sofifa.org/players/4/19/202401.png"
204450,"P. Diamanka",28,74,4600000,10000,"Senegal","https://cdn.sofifa.org/players/4/19/204450.png"
192930,"A. Pulido",27,74,6500000,35000,"Mexico","https://cdn.sofifa.org/players/4/19/192930.png"
226211,"Roger Guedes",21,74,8e+06,14000,"Brazil","https://cdn.sofifa.org/players/4/19/226211.png"
179875,"D. N'Doye",33,74,3500000,20000,"Senegal","https://cdn.sofifa.org/players/4/19/179875.png"
187043,"S. Johansen",27,74,6500000,45000,"Norway","https://cdn.sofifa.org/players/4/19/187043.png"
158372,"I. Afellay",32,74,4400000,37000,"Netherlands","https://cdn.sofifa.org/players/4/19/158372.png"
227236,"A. Zambo Anguissa",22,74,7e+06,35000,"Cameroon","https://cdn.sofifa.org/players/4/19/227236.png"
163492,"N. Lombaerts",33,74,2300000,14000,"Belgium","https://cdn.sofifa.org/players/4/19/163492.png"
205989,"C. Chambers",23,74,6500000,56000,"England","https://cdn.sofifa.org/players/4/19/205989.png"
235173,"I. Sangar?",20,74,8500000,16000,"Ivory Coast","https://cdn.sofifa.org/players/4/19/235173.png"
223142,"A. Sulu",32,74,3200000,17000,"Turkey","https://cdn.sofifa.org/players/4/19/223142.png"
205735,"M. Pucciarelli",27,74,6500000,15000,"Italy","https://cdn.sofifa.org/players/4/19/205735.png"
208295,"R. Sa?ss",28,74,5500000,55000,"Morocco","https://cdn.sofifa.org/players/4/19/208295.png"
211879,"J. Haberer",24,74,7e+06,19000,"Germany","https://cdn.sofifa.org/players/4/19/211879.png"
239015,"E. Dennis",20,74,9500000,15000,"Nigeria","https://cdn.sofifa.org/players/4/19/239015.png"
183975,"J. Kana-Biyik",28,74,5e+06,13000,"Cameroon","https://cdn.sofifa.org/players/4/19/183975.png"
239272,"V. Barkas",24,74,5e+06,1000,"Greece","https://cdn.sofifa.org/players/4/19/239272.png"
190120,"K. Johnsson",28,74,4e+06,16000,"Sweden","https://cdn.sofifa.org/players/4/19/190120.png"
169386,"S. Floccari",36,74,2e+06,11000,"Italy","https://cdn.sofifa.org/players/4/19/169386.png"
177578,"S. Pr?dl",31,74,3800000,39000,"Austria","https://cdn.sofifa.org/players/4/19/177578.png"
210859,"V. Laurini",29,74,4300000,41000,"France","https://cdn.sofifa.org/players/4/19/210859.png"
170923,"A. Eschenko",34,74,1600000,1000,"Russia","https://cdn.sofifa.org/players/4/19/170923.png"
178091,"S. Okaka",28,74,6e+06,48000,"Italy","https://cdn.sofifa.org/players/4/19/178091.png"
189099,"J. Kodjia",28,74,6e+06,21000,"Ivory Coast","https://cdn.sofifa.org/players/4/19/189099.png"
218540,"A. Oyongo",27,74,5e+06,20000,"Cameroon","https://cdn.sofifa.org/players/4/19/218540.png"
162220,"S. Bolat",29,74,4400000,9000,"Turkey","https://cdn.sofifa.org/players/4/19/162220.png"
229804,"A. Mitri??",23,74,0,0,"Romania","https://cdn.sofifa.org/players/4/19/229804.png"
202157,"A. Behich",27,74,5e+06,13000,"Australia","https://cdn.sofifa.org/players/4/19/202157.png"
208045,"O. Tannane",24,74,7500000,25000,"Morocco","https://cdn.sofifa.org/players/4/19/208045.png"
162221,"F. Haroun",32,74,3200000,11000,"Belgium","https://cdn.sofifa.org/players/4/19/162221.png"
184749,"D. Gosling",28,74,5500000,51000,"England","https://cdn.sofifa.org/players/4/19/184749.png"
211119,"Pedro Santos",30,74,5500000,8000,"Portugal","https://cdn.sofifa.org/players/4/19/211119.png"
227503,"J. Larsen",19,74,9500000,18000,"Denmark","https://cdn.sofifa.org/players/4/19/227503.png"
170159,"F. Bastians",30,74,4200000,13000,"Germany","https://cdn.sofifa.org/players/4/19/170159.png"
204464,"J. Ralls",24,74,7500000,34000,"England","https://cdn.sofifa.org/players/4/19/204464.png"
223152,"S. Vilakazi",28,74,0,0,"South Africa","https://cdn.sofifa.org/players/4/19/223152.png"
230320,"Victorino Magela",30,74,3600000,9000,"Brazil","https://cdn.sofifa.org/players/4/19/230320.png"
231600,"Marc Navarro",22,74,6500000,33000,"Spain","https://cdn.sofifa.org/players/4/19/231600.png"
176048,"K. Kamara",33,74,3500000,9000,"Sierra Leone","https://cdn.sofifa.org/players/4/19/176048.png"
209329,"D?ria",23,74,6e+06,15000,"Brazil","https://cdn.sofifa.org/players/4/19/209329.png"
230065,"S. Serdar",21,74,8e+06,19000,"Germany","https://cdn.sofifa.org/players/4/19/230065.png"
223154,"O. Tufan",23,74,6500000,38000,"Turkey","https://cdn.sofifa.org/players/4/19/223154.png"
234930,"Pedro Rebocho",23,74,7e+06,16000,"Portugal","https://cdn.sofifa.org/players/4/19/234930.png"
201139,"I. Strini?",30,74,4100000,56000,"Croatia","https://cdn.sofifa.org/players/4/19/201139.png"
183475,"S. Grytebust",28,74,4500000,10000,"Norway","https://cdn.sofifa.org/players/4/19/183475.png"
222900,"W. Hahn",26,74,5e+06,7000,"Netherlands","https://cdn.sofifa.org/players/4/19/222900.png"
230324,"Adrianiscito",26,74,4e+06,18000,"Brazil","https://cdn.sofifa.org/players/4/19/230324.png"
208054,"L. Fern?ndez",27,74,6500000,20000,"Argentina","https://cdn.sofifa.org/players/4/19/208054.png"
205495,"A. Lozano",25,74,7500000,26000,"Honduras","https://cdn.sofifa.org/players/4/19/205495.png"
216247,"M. Tisserand",25,74,6500000,31000,"DR Congo","https://cdn.sofifa.org/players/4/19/216247.png"
165560,"M. Ruben",31,74,5e+06,17000,"Argentina","https://cdn.sofifa.org/players/4/19/165560.png"
231352,"T. Abraham",20,74,1e+07,59000,"England","https://cdn.sofifa.org/players/4/19/231352.png"
186296,"R. Neust?dter",30,74,4200000,45000,"Russia","https://cdn.sofifa.org/players/4/19/186296.png"
166074,"Beb?",27,74,6e+06,18000,"Portugal","https://cdn.sofifa.org/players/4/19/166074.png"
198331,"M. Vydra",26,74,7e+06,43000,"Czech Republic","https://cdn.sofifa.org/players/4/19/198331.png"
153275,"J. Leca",32,74,3200000,8000,"France","https://cdn.sofifa.org/players/4/19/153275.png"
168379,"Carmona",30,74,5500000,10000,"Spain","https://cdn.sofifa.org/players/4/19/168379.png"
215228,"C. Lema",28,74,4600000,10000,"Argentina","https://cdn.sofifa.org/players/4/19/215228.png"
186556,"Dentinho",29,74,5500000,1000,"Brazil","https://cdn.sofifa.org/players/4/19/186556.png"
214973,"L. Villafa?ez",26,74,6e+06,14000,"Argentina","https://cdn.sofifa.org/players/4/19/214973.png"
236221,"D. Brasanac",26,74,7e+06,20000,"Serbia","https://cdn.sofifa.org/players/4/19/236221.png"
176062,"S. Kljestan",32,74,4400000,8000,"United States","https://cdn.sofifa.org/players/4/19/176062.png"
214463,"W. Morelo",31,74,5e+06,5000,"Colombia","https://cdn.sofifa.org/players/4/19/214463.png"
243903,"M. Diop",30,74,5500000,15000,"Senegal","https://cdn.sofifa.org/players/4/19/243903.png"
210112,"C. Benavente",24,74,7500000,12000,"Peru","https://cdn.sofifa.org/players/4/19/210112.png"
214209,"A. del Valle",29,74,5500000,5000,"Colombia","https://cdn.sofifa.org/players/4/19/214209.png"
204738,"R. Ibarra",27,74,6e+06,48000,"Ecuador","https://cdn.sofifa.org/players/4/19/204738.png"
214979,"J. Musso",24,74,5500000,14000,"Argentina","https://cdn.sofifa.org/players/4/19/214979.png"
230339,"Padilhisco",26,74,4800000,12000,"Brazil","https://cdn.sofifa.org/players/4/19/230339.png"
178628,"F. Forestieri",28,74,6e+06,29000,"Italy","https://cdn.sofifa.org/players/4/19/178628.png"
191173,"A. Bedoya",31,74,4800000,8000,"United States","https://cdn.sofifa.org/players/4/19/191173.png"
159175,"A. Romao",34,74,1700000,16000,"Togo","https://cdn.sofifa.org/players/4/19/159175.png"
162503,"O. Gladkyi",30,74,5500000,15000,"Ukraine","https://cdn.sofifa.org/players/4/19/162503.png"
231111,"A. Hack",24,74,6e+06,18000,"Germany","https://cdn.sofifa.org/players/4/19/231111.png"
176071,"D. McCarty",31,74,3800000,7000,"United States","https://cdn.sofifa.org/players/4/19/176071.png"
186567,"K. Ad?non",32,74,3200000,16000,"Benin","https://cdn.sofifa.org/players/4/19/186567.png"
202184,"J. Plata",26,74,6e+06,9000,"Ecuador","https://cdn.sofifa.org/players/4/19/202184.png"
202697,"J. Stephens",24,74,6500000,30000,"England","https://cdn.sofifa.org/players/4/19/202697.png"
222665,"M. ?degaard",19,74,9e+06,54000,"Norway","https://cdn.sofifa.org/players/4/19/222665.png"
216778,"R?ben Semedo",24,74,6500000,20000,"Portugal","https://cdn.sofifa.org/players/4/19/216778.png"
217546,"Sequeira",27,74,4600000,12000,"Portugal","https://cdn.sofifa.org/players/4/19/217546.png"
224202,"I. Chochev",25,74,7e+06,4000,"Bulgaria","https://cdn.sofifa.org/players/4/19/224202.png"
190666,"M. Gulde",27,74,5500000,19000,"Germany","https://cdn.sofifa.org/players/4/19/190666.png"
192202,"Bruno C?sar",29,74,5500000,12000,"Brazil","https://cdn.sofifa.org/players/4/19/192202.png"
198347,"F. Jara",29,74,5500000,29000,"Argentina","https://cdn.sofifa.org/players/4/19/198347.png"
201931,"Gabr?el",25,74,5e+06,3000,"Brazil","https://cdn.sofifa.org/players/4/19/201931.png"
203979,"M. Bakalorz",28,74,4600000,27000,"Germany","https://cdn.sofifa.org/players/4/19/203979.png"
227275,"A. Rossi",22,74,6e+06,12000,"Argentina","https://cdn.sofifa.org/players/4/19/227275.png"
217036,"?lex Moreno",25,74,6e+06,15000,"Spain","https://cdn.sofifa.org/players/4/19/217036.png"
220620,"F. Hadergjonaj",23,74,6500000,30000,"Switzerland","https://cdn.sofifa.org/players/4/19/220620.png"
162508,"O. Kucher",35,74,1300000,9000,"Ukraine","https://cdn.sofifa.org/players/4/19/162508.png"
187084,"M. Diouf",30,74,5500000,40000,"Senegal","https://cdn.sofifa.org/players/4/19/187084.png"
200653,"G. Burdisso",29,74,4400000,18000,"Argentina","https://cdn.sofifa.org/players/4/19/200653.png"
203725,"V. Misidjan",24,74,7e+06,20000,"Netherlands","https://cdn.sofifa.org/players/4/19/203725.png"
214477,"A. Correa",33,74,2300000,3000,"Colombia","https://cdn.sofifa.org/players/4/19/214477.png"
150477,"R. Salin",33,74,2800000,9000,"France","https://cdn.sofifa.org/players/4/19/150477.png"
239053,"F. Valverde",19,74,8500000,46000,"Uruguay","https://cdn.sofifa.org/players/4/19/239053.png"
209102,"M. Etxeberr?a",26,74,0,0,"Paraguay","https://cdn.sofifa.org/players/4/19/209102.png"
210384,"R. Haps",25,74,6e+06,11000,"Netherlands","https://cdn.sofifa.org/players/4/19/210384.png"
212432,"Cho Hyun Woo",26,74,4700000,5000,"Korea Republic","https://cdn.sofifa.org/players/4/19/212432.png"
153296,"Y. Gourcuff",31,74,4900000,14000,"France","https://cdn.sofifa.org/players/4/19/153296.png"
230354,"Jesus Andradaldo",26,74,4800000,21000,"Brazil","https://cdn.sofifa.org/players/4/19/230354.png"
187858,"P. Mpoku",26,74,6e+06,15000,"DR Congo","https://cdn.sofifa.org/players/4/19/187858.png"
216019,"D. Musto",31,74,3800000,18000,"Argentina","https://cdn.sofifa.org/players/4/19/216019.png"
228819,"M. Vargas",21,74,9500000,12000,"Argentina","https://cdn.sofifa.org/players/4/19/228819.png"
209620,"A. Baba",23,74,6500000,56000,"Ghana","https://cdn.sofifa.org/players/4/19/209620.png"
151508,"S. Davis",33,74,3300000,39000,"Northern Ireland","https://cdn.sofifa.org/players/4/19/151508.png"
223188,"S. ?zbayrakl?",28,74,4400000,47000,"Turkey","https://cdn.sofifa.org/players/4/19/223188.png"
209621,"Mattheus Oliveira",23,74,7500000,10000,"Brazil","https://cdn.sofifa.org/players/4/19/209621.png"
192725,"M. Le Marchand",28,74,4400000,43000,"France","https://cdn.sofifa.org/players/4/19/192725.png"
222678,"R?gis",25,74,7e+06,12000,"Brazil","https://cdn.sofifa.org/players/4/19/222678.png"
212183,"Nacho",29,74,4300000,17000,"Spain","https://cdn.sofifa.org/players/4/19/212183.png"
200408,"B. Gibson",25,74,6500000,37000,"England","https://cdn.sofifa.org/players/4/19/200408.png"
204760,"C. Taylor",24,74,6e+06,33000,"England","https://cdn.sofifa.org/players/4/19/204760.png"
210136,"T. K?dziora",24,74,6500000,1000,"Poland","https://cdn.sofifa.org/players/4/19/210136.png"
215256,"R. Saravia",25,74,6e+06,16000,"Argentina","https://cdn.sofifa.org/players/4/19/215256.png"
198617,"D. Drexler",28,74,5500000,20000,"Germany","https://cdn.sofifa.org/players/4/19/198617.png"
206553,"S. Falette",26,74,6e+06,26000,"Guinea","https://cdn.sofifa.org/players/4/19/206553.png"
234457,"O. Etebo",22,74,8e+06,29000,"Nigeria","https://cdn.sofifa.org/players/4/19/234457.png"
